isbn13,title,authors,categories,description,published_year,average_rating,num_pages,ratings_count
9781567222166.0,Golden bee,Ann Gustafson Frake,Nepali Literature,"A Nepali literary work titled 'Golden bee' by Ann Gustafson Frake, featuring the stories, culture and voice of Nepal.",1998,0.0,246,0
9780975297629.0,Reign of the rat,Gil Smolin,Nepali Literature,"A Nepali literary work titled 'Reign of the rat' by Gil Smolin, featuring the stories, culture and voice of Nepal.",2005,0.0,300,0
9789937216586.0,Rāto ām̐su,Kanhaiya Nāsananī,Nepali Literature,"A Nepali literary work titled 'Rāto ām̐su' by Kanhaiya Nāsananī, featuring the stories, culture and voice of Nepal.",2009,0.0,315,0
,The spring revolution,Vimala Suvedī,Nepali Literature,"A Nepali literary work titled 'The spring revolution' by Vimala Suvedī, featuring the stories, culture and voice of Nepal.",2010,0.0,298,0
9780975297629.0,Reign of the rat,Gil Smolin,Nepali Literature,"A Nepali literary work titled 'Reign of the rat' by Gil Smolin, featuring the stories, culture and voice of Nepal.",2005,0.0,300,0
,Nepāleśvara,Virāja.,Nepali Literature,"A Nepali literary work titled 'Nepāleśvara' by Virāja., featuring the stories, culture and voice of Nepal.",1973,0.0,344,0
9789937905398.0,Kampa,Śāradā Śarmā,Nepali Literature,Based on 2015 earthquake of Nepal.,2016,0.0,362,0
9789937880138.0,"Caraiveti, caraiveti",Pradīpa Nepāla,Nepali Literature,On communist movement in Nepal.,2013,0.0,190,0
,Annapurna fantasy,Mani Dixit,Nepali Literature,"A Nepali literary work titled 'Annapurna fantasy' by Mani Dixit, featuring the stories, culture and voice of Nepal.",1997,0.0,117,0
9781467777858.0,Jack at the helm,Lisa Doan,Nepali Literature,"Wanting to get in touch with their spiritual sides, Jack's parents decide to move to Nepal and start a new religion, but on their way to Shangrilala they are separated so Jack sets out with their first disciple to find them, winds up at an isolated monastery, and learns some lessons about acceptance.",2015,0.0,145,0
9780679604914.0,Exiles,Cary Groner,Nepali Literature,"A Nepali literary work titled 'Exiles' by Cary Groner, featuring the stories, culture and voice of Nepal.",2011,0.0,274,0
,The spring revolution,Vimala Suvedī,Nepali Literature,"A Nepali literary work titled 'The spring revolution' by Vimala Suvedī, featuring the stories, culture and voice of Nepal.",2010,0.0,298,0
9788177692969.0,Loyals of the crown,Sheeba Shivangini Shah,Nepali Literature,"Novel based on the life of Rājendravikrama Śaha, Maharajadhiraja of Nepal, 1816-1847 and other kings and rulers.",2005,0.0,306,0
9781602860070.0,Into hot air,Chris Elliott,Nepali Literature,"Comedian Chris Elliott stumbles upon evidence that Sir Edmund Hillary had not been the first person to reach the peak of Mount Everest, when the diary of his great-uncle Percy Brackett Elliott, an eccentric adventurer, mysteriously appears on his doorstep.",2007,0.0,347,0
,Mukti,Gitākesarī.,Nepali Literature,"A Nepali literary work titled 'Mukti' by Gitākesarī., featuring the stories, culture and voice of Nepal.",1991,0.0,450,0
,Serophero,"Āsā, Esa. Pī.",Nepali Literature,Based on the political scenario of Nepal.,1994,0.0,195,0
,Banda tagāro,Shankar Koirala,Nepali Literature,Fictional account of the events of 1979 political developments in Nepal.,1992,0.0,287,0
9789937696166.0,Śikhā,Amr̥ta Bhusāla,Nepali Literature,Novel based on social condition of women.,2017,0.0,240,0
,Nepālamā 104 barshabhitra,Ke. Sī Khagendra,Nepali Literature,"A Nepali literary work titled 'Nepālamā 104 barshabhitra' by Ke. Sī Khagendra, featuring the stories, culture and voice of Nepal.",2004,0.0,148,0
9783905517248.0,Die Sherpani,Bernhard Müller,Nepali Literature,"A Nepali literary work titled 'Die Sherpani' by Bernhard Müller, featuring the stories, culture and voice of Nepal.",1991,0.0,266,0
9789937910408.0,Śukrarāja Śāstrīko casmā,Rājendra Parājulī,Nepali Literature,Collection of stories based on current political situation of Nepal.,2016,0.0,177,0
9789937910460.0,Tapana,Śarada Pauḍela,Nepali Literature,Novel based on social status of dalits in Nepal.,2016,0.0,419,0
9780152024178.0,Peak,Roland Smith,Nepali Literature,A fourteen-year-old boy attempts to be the youngest person to reach the top of Mount Everest.,2007,0.0,246,0
9780060594237.0,Dark places,Jon Evans,Nepali Literature,"Paul Wood is a modern vagabond, a man who chooses to leave the comforts of San Francisco to spend months backpacking through some of the world's most challenging terrain. While hiking in the Himalayas, Paul gets more of a rush than he bargained for when he finds the body of a murdered hiker - mutilated in a way he has witnessed once before, in Africa, years ago and thousands of miles away.

The police in Nepal, anxious to quell a scandal, close the case and declare the victim a suicide. Only Paul is left to search for answers. He reaches out to his farflung tribe of fellow backpackers for help, and his discoveries lead him to a terrible conclusion: a killer is stalking the international backpacker trail, preying on victims in wild places far beyond the reach of any authorities. A killer whom Paul may already know.

Finding the murderer becomes an obsession that leads Paul from Himalayan peaks, through the jungles of Indonesia, across the bleak Sahara desert -- and into some of the darkest places imaginable...",2004,0.0,326,0
9789937918398.0,Dr̥shṭibhrama,Kamala Rijāla,Nepali Literature,"Novel based on witchcraft (Boksi pratha) in Nepal, a type of traditional violence against women.",2017,0.0,247,0
9789810989569.0,Ganga Jamuna,Sunita Lad Bhamray,Nepali Literature,"A Nepali literary work titled 'Ganga Jamuna' by Sunita Lad Bhamray, featuring the stories, culture and voice of Nepal.",2016,0.0,151,0
9789937323048.0,Harita bhūmi,Candrakānta Ācārya,Nepali Literature,Novel based on race discrimination and other social problems of Nepal.,2015,0.0,140,0
9780934678544.0,The Kali connection,Claudia McKay,Nepali Literature,"A Nepali literary work titled 'The Kali connection' by Claudia McKay, featuring the stories, culture and voice of Nepal.",1994,0.0,187,0
9789937023696.0,Sāraṅgī,भुवनहरि सिग्देल,Nepali Literature,"Novel based on the life of Gandharva, community of folk musicians and dancers of Nepal.",2016,0.0,256,0
9789937323482.0,Golden dreams and the narrow lane,Hari Khanāla,Nepali Literature,"A Nepali literary work titled 'Golden dreams and the narrow lane' by Hari Khanāla, featuring the stories, culture and voice of Nepal.",2017,0.0,256,0
9781567221985.0,The emerald elephant,Ann Gustafson Frake,Nepali Literature,"A Nepali literary work titled 'The emerald elephant' by Ann Gustafson Frake, featuring the stories, culture and voice of Nepal.",1997,0.0,215,0
9789385285493.0,Kathmandu days,Chandra K. Bhatt,Nepali Literature,"A Nepali literary work titled 'Kathmandu days' by Chandra K. Bhatt, featuring the stories, culture and voice of Nepal.",2016,0.0,194,0
9789937708036.0,Jayavardhana Salaheśa,Munā Caudharī,Nepali Literature,"Novel based on the life and times of Jayavardhana Salaheśa, active 5th century-6th century, king of Mithila, India and Nepal.",2017,0.0,322,0
9780425141571.0,Little Buddha,Gordon McGill,Nepali Literature,"A Nepali literary work titled 'Little Buddha' by Gordon McGill, featuring the stories, culture and voice of Nepal.",1994,0.0,198,0
9780889950832.0,The rules of partial existence,Judy Millar,Nepali Literature,"A Nepali literary work titled 'The rules of partial existence' by Judy Millar, featuring the stories, culture and voice of Nepal.",1992,0.0,191,0
9783905517644.0,Das Tal von Dhor Patan,Bernhard Müller,Nepali Literature,"A Nepali literary work titled 'Das Tal von Dhor Patan' by Bernhard Müller, featuring the stories, culture and voice of Nepal.",1993,0.0,325,0
,Chittadhar ʼHridaya's Nepal bhasa short stories,Chitta Dhar Hridaya,Nepali Literature,"A Nepali literary work titled 'Chittadhar ʼHridaya's Nepal bhasa short stories' by Chitta Dhar Hridaya, featuring the stories, culture and voice of Nepal.",1977,0.0,90,0
9780307388063.0,In the land of no right angles,Daphne Beal,Nepali Literature,"Alex , a twenty-year-old American student, is spending the year in Nepal, backpacking and photographing. As a favor to Will -- her American friend -- she uses one of her Himalayan treks to seek out Maya, a young Nepali woman desperate to flee her traditional family to find work in Kathmandu. But helping Maya has unforeseen implications. Soon Alex is embroiled in a strange triangle with Maya and Will, where the lines between friendship, love, and lust grow more tangled every day. Over the course of the next eight years, Alex returns to Nepal: first to visit and to photograph, then in an attempt to help the troubled Maya. Moving between Kathmandu, New York, and the grim houses of prostitution along Falkland Road in Bombay, Alex begins to understand the pitfalls of trying to be both adventurer and savior in an unfamiliar world.  In the Land of No Right Angles introduces the fiction of Daphne Beal, whose evocations of life in Nepal, and of the universal conflicts inherent to love and friendship, mark the arrival of a stunningly talented, intuitive writer.From the Trade Paperback edition.",2008,0.0,278,0
9789937689403.0,Ranamaya,Indirā Prasāīṃ,Nepali Literature,"A Nepali literary work titled 'Ranamaya' by Indirā Prasāīṃ, featuring the stories, culture and voice of Nepal.",2017,0.0,80,0
9789937692021.0,Raṇabherī,Yogalāla Gautama,Nepali Literature,Based on political events of Nepal in 2005.,2016,0.0,296,0
9789381435359.0,Phirojī ān̐dhiyām̐,Husna Tabssuma Nihāṃ,Nepali Literature,"Novel based on social and political condition of Narainapur, Nepal.",2018,0.0,112,0
9784488027513.0,Ō to sākasu,Honobu Yonezawa,Nepali Literature,"A Nepali literary work titled 'Ō to sākasu' by Honobu Yonezawa, featuring the stories, culture and voice of Nepal.",2015,0.0,413,0
9789937924504.0,Himalaya gold,Arne Drews,Nepali Literature,"A Nepali literary work titled 'Himalaya gold' by Arne Drews, featuring the stories, culture and voice of Nepal.",2018,0.0,128,0
