isbn13,title,authors,categories,description,published_year,average_rating,num_pages,ratings_count
,Bhānumotī,"Bhānumotī Kāvyamahotsava (7th 2005 Kathmandu, Nepal)",Nepali Literature,"Collection of best poems read at the 7th Bhānumotī Kāvyamahotsava, held at Kathmandu in 2005.",2005,0.0,104,0
,Khoṭāṅgakā kehī kavitā,Hīrādhana Rāī,Nepali Literature,"A Nepali literary work titled 'Khoṭāṅgakā kehī kavitā' by Hīrādhana Rāī, featuring the stories, culture and voice of Nepal.",1980,0.0,36,0
,Lālitamā,Devikā Timilsinā; Kaṇāda Maharshi; Acyuta Koirālā,Nepali Literature,"A Nepali literary work titled 'Lālitamā' by Devikā Timilsinā, featuring the stories, culture and voice of Nepal.",1977,0.0,37,0
,Janakapurakā kavitā,Viśvananātha Neupāne,Nepali Literature,"A Nepali literary work titled 'Janakapurakā kavitā' by Viśvananātha Neupāne, featuring the stories, culture and voice of Nepal.",1976,0.0,58,0
,Pokhiekā kanikā,Viśvaprema Adhikārī,Nepali Literature,"A Nepali literary work titled 'Pokhiekā kanikā' by Viśvaprema Adhikārī, featuring the stories, culture and voice of Nepal.",1968,0.0,47,0
,Mecī kinārakā kavitāharū,Bhavānī Ghimire,Nepali Literature,Anthology of Nepali poetry from the Mechi zone.,1984,0.0,64,0
,Visphoṭa,Girirāja Ācārya; Utsāhī Harsha Subbā,Nepali Literature,"A Nepali literary work titled 'Visphoṭa' by Girirāja Ācārya, featuring the stories, culture and voice of Nepal.",1975,0.0,28,0
,Buingala,Kamalmani Acharya Dixit,Nepali Literature,"A Nepali literary work titled 'Buingala' by Kamalmani Acharya Dixit, featuring the stories, culture and voice of Nepal.",1961,0.0,442,0
,Chayākana,Bhairab Prasad Aryal,Nepali Literature,"A Nepali literary work titled 'Chayākana' by Bhairab Prasad Aryal, featuring the stories, culture and voice of Nepal.",1968,0.0,306,0
,Ciso cūlho,Bālakr̥shṇa Sama,Nepali Literature,"A Nepali literary work titled 'Ciso cūlho' by Bālakr̥shṇa Sama, featuring the stories, culture and voice of Nepal.",1968,0.0,408,0
,Kalilo ghāma,Kr̥shṇaprasāda Parājulī,Nepali Literature,"A Nepali literary work titled 'Kalilo ghāma' by Kr̥shṇaprasāda Parājulī, featuring the stories, culture and voice of Nepal.",1970,0.0,80,0
9789937200516.0,Ākāśa māṭomāthi,Kr̥shṇaprasāda Parājulī,Nepali Literature,"A Nepali literary work titled 'Ākāśa māṭomāthi' by Kr̥shṇaprasāda Parājulī, featuring the stories, culture and voice of Nepal.",2008,0.0,240,0
,Nepālī kavitā yātrā,Unknown,Nepali Literature,"A Nepali literary work titled 'Nepālī kavitā yātrā' by Unknown, featuring the stories, culture and voice of Nepal.",1990,0.0,263,0
,Ājakā Nepālī kavitā,Mohana Koirālā,Nepali Literature,Anthology of modern Nepali poems.,1993,0.0,167,0
,Triveṇī kāvya,Unknown,Nepali Literature,Poems by various writer from Nepal.,1992,0.0,120,0
,Praphulla hr̥daya,Nepal. Dept. of Culture.,Nepali Literature,"A Nepali literary work titled 'Praphulla hr̥daya' by Nepal. Dept. of Culture., featuring the stories, culture and voice of Nepal.",1968,0.0,72,0
,Mātr̥bhāshā divasa-2015,Shravaṇa Mukāruṅga; Padama Rāī,Nepali Literature,"Anthology of poems to mark the Native language day in Nepal, 2015.",2015,0.0,172,0
9789937689069.0,Prajña samakālīna pratinidhi Nepālī chandakavitā,Amara Girī,Nepali Literature,"A Nepali literary work titled 'Prajña samakālīna pratinidhi Nepālī chandakavitā' by Amara Girī, featuring the stories, culture and voice of Nepal.",2016,0.0,328,0
,Vanakā phūla,Jñānamaṇi Nepāla,Nepali Literature,"A Nepali literary work titled 'Vanakā phūla' by Jñānamaṇi Nepāla, featuring the stories, culture and voice of Nepal.",1968,0.0,100,0
9789993379959.0,"Miśraka kr̥ti, kavikā dr̥shṭi",Narendrarāja Prasāī,Nepali Literature,Anthology of poems by various authors.,2003,0.0,66,0
9788126005031.0,Savāī ra laharī,Unknown,Nepali Literature,Anthology of epical poems by various authors.,1999,0.0,154,0
,Bethānako vīratā,Unknown,Nepali Literature,Anthology of poems.,1999,0.0,52,0
,Sirjanā ra mādhyama,Vishṇuvibhu Ghimire; Ramaṇa Ghimire,Nepali Literature,Anthology of poems by contemporary poets of Nepal.,1998,0.0,87,0
,Samakālīna Nepālī kavitā,Unknown,Nepali Literature,Anthology of contemporary Nepali poetry.,2001,0.0,117,0
9788172012748.0,Ādhunika Nepālī kavitā,Nanda Hāṅgakhima; Kumāra Ghisiṅa,Nepali Literature,"A Nepali literary work titled 'Ādhunika Nepālī kavitā' by Nanda Hāṅgakhima, featuring the stories, culture and voice of Nepal.",1992,0.0,115,0
,Mohana Koirālākā kavitā,Mohana Koirālā,Nepali Literature,"A Nepali literary work titled 'Mohana Koirālākā kavitā' by Mohana Koirālā, featuring the stories, culture and voice of Nepal.",1973,0.0,299,0
,Nepālī kavitā saṅgraha,Tārāprasāda Jośī,Nepali Literature,"A Nepali literary work titled 'Nepālī kavitā saṅgraha' by Tārāprasāda Jośī, featuring the stories, culture and voice of Nepal.",1973,0.0,0,0
,Bhānumotī,"Bhānumotī Kāvyamahotsava (4th 2002 Kathmandu, Nepal)",Nepali Literature,Collection of best poems recited at the 4th Bhānumotī Kāvyamahotsava held at Kathmandu in 2002.,2002,0.0,111,0
,Bhānumotī,"Bhānumotī Kāvyamahotsava (5th 2003 Kathmandu, Nepal)",Nepali Literature,Collection of best poems selected from 5th Bhānumotī Kāvyamahotsava held at Kathmandu in 2003.,2003,0.0,111,0
,Bhānumotī,"Bhānumoti Kāvyamahotsava (6th 2004 Kathmandu, Nepal)",Nepali Literature,Collection of best poems presented at 6th Bhānumotī Kāvyamahotsava held at Kathmandu in 2004.,2004,0.0,110,0
9789937205979.0,Nr̥śaṃsa parkhālaharu,Gītā Tripāṭhī,Nepali Literature,"A Nepali literary work titled 'Nr̥śaṃsa parkhālaharu' by Gītā Tripāṭhī, featuring the stories, culture and voice of Nepal.",2008,0.0,76,0
9789994690169.0,Svapnila śivira,Divya Girī,Nepali Literature,"A Nepali literary work titled 'Svapnila śivira' by Divya Girī, featuring the stories, culture and voice of Nepal.",2007,0.0,84,0
9789994654369.0,Ān̐dhī ra bādaśāha,Likhata Pāṇḍe,Nepali Literature,"A Nepali literary work titled 'Ān̐dhī ra bādaśāha' by Likhata Pāṇḍe, featuring the stories, culture and voice of Nepal.",2007,0.0,112,0
,Himāla culī,Iśvara Barāla,Nepali Literature,"A Nepali literary work titled 'Himāla culī' by Iśvara Barāla, featuring the stories, culture and voice of Nepal.",1969,0.0,294,0
9789993371274.0,Pratinidhi ādhunika Nepālī lāmā kavitā,Unknown,Nepali Literature,Selection of Nepali long poems.,2002,0.0,387,0
,Dancing soul of Mount Everest,Momilā; Mahesh Paudyal,Nepali Literature,"A Nepali literary work titled 'Dancing soul of Mount Everest' by Momilā, featuring the stories, culture and voice of Nepal.",2011,0.0,562,0
,Kehī Nepālī kavitā,Rāmalāla Adhikārī,Nepali Literature,"A Nepali literary work titled 'Kehī Nepālī kavitā' by Rāmalāla Adhikārī, featuring the stories, culture and voice of Nepal.",1965,0.0,86,0
,Sāgaramāthāko nr̥tyamagna ātmā,Momilā,Nepali Literature,Anthology of selected modern Nepali poems. Published under the project by Royal Nepal Academy.,2008,0.0,542,0
,Chayākana,Unknown,Nepali Literature,Collection of poems by various authors.,1987,0.0,109,0
,Samayale janmāekā kavitāharū,Unknown,Nepali Literature,By various Nepali poets.,1993,0.0,64,0
,Kavitā-sāgara,Ghanaśyāma Nepāla,Nepali Literature,Poems by various contemporary Nepali poets.,1989,0.0,44,0
9789937296694.0,Āsthā,Kamalasiṃha Khadkā,Nepali Literature,"A Nepali literary work titled 'Āsthā' by Kamalasiṃha Khadkā, featuring the stories, culture and voice of Nepal.",2015,0.0,64,0
9789994654352.0,Pancho Villa at Columbus,"Braddy, Haldeen",Nepali Literature,"A Nepali literary work titled 'Pancho Villa at Columbus' by Braddy, Haldeen, featuring the stories, culture and voice of Nepal.",1916,0.0,0,0
,[South Asia pamphlet Collection.,Unknown,Nepali Literature,"A Nepali literary work titled '[South Asia pamphlet Collection.' by Unknown, featuring the stories, culture and voice of Nepal.",1904,0.0,0,0
9789937589338.0,Prajña samakālīna pratinidhi Nepālī kavitā,Purushottama Suvedī; Lakshmaṇaprasāda Gautama; Vishṇuvibhu Ghimire,Nepali Literature,Anthology of contemporary Nepali poetry.,2013,0.0,0,0
9789937000666.0,Kāvyamaya Nepāla,Kr̥shṇaprakāśa Śreshṭha,Nepali Literature,Collection of poems on Nepal.,2015,0.0,380,0
9780520070462.0,Himalayan voices,Michael Hutt,Nepali Literature,"A Nepali literary work titled 'Himalayan voices' by Michael Hutt, featuring the stories, culture and voice of Nepal.",1991,0.0,333,0
9789993392507.0,Kavitāñjali,"Nepāla Rusa Sāhityika Sammelana (2002 Moscow, Russia)",Nepali Literature,"Collection of Nepali and Russian poems, Russian poems translated in Nepali, read at Nepāla Rūsa Sāhityika Sammelana held at Moscow on February 19, 2002.",2004,0.0,122,0
,Yureśiyākā kavitā,Unknown,Nepali Literature,"A Nepali literary work titled 'Yureśiyākā kavitā' by Unknown, featuring the stories, culture and voice of Nepal.",1995,0.0,67,0
,Josmanī Sampradāya aura usake sāhitya kā ālocanātmaka adhyayana,Āśā Panta,Nepali Literature,"A Nepali literary work titled 'Josmanī Sampradāya aura usake sāhitya kā ālocanātmaka adhyayana' by Āśā Panta, featuring the stories, culture and voice of Nepal.",1977,0.0,224,0
,Nepālī ṭukkāharūko adhyayana,Cūḍāmaṇi Regmī,Nepali Literature,Study of Nepali rhymes.,1984,0.0,96,0
,A harvest of poems,Mahendra Bir Bikram Shaha Deva Maharajadhiraja of Nepal,Nepali Literature,"A Nepali literary work titled 'A harvest of poems' by Mahendra Bir Bikram Shaha Deva Maharajadhiraja of Nepal, featuring the stories, culture and voice of Nepal.",1964,0.0,83,0
,Pragativādī dr̥shṭimā kavi ra kavitā,Hemanātha Pauḍela,Nepali Literature,Study of progressive Nepali poetry.,2008,0.0,187,0
9789993350866.0,Mādhyamikakālika kāvyasāhityako vivecanā,Gaṇeśabahādura Prasāī,Nepali Literature,Study on late 19th-early 20th century Nepali poetry.,1992,0.0,578,0
,"Rāsṭriyatā, rājamukuṭa ra prajatantra",Bishṇu Kumāra Prasāī,Nepali Literature,Poems on the theme of Nationalism.,1995,0.0,174,0
,Vīrakālīna kavitā,Dayārāma Śreshṭha,Nepali Literature,"A Nepali literary work titled 'Vīrakālīna kavitā' by Dayārāma Śreshṭha, featuring the stories, culture and voice of Nepal.",1977,0.0,62,0
,Utkhanana,Lakshmaṇa Thāpā,Nepali Literature,"Collection of poems recited at anti-corruption campaign organized on August 20, 2004; includes biodata of the poets.",2004,0.0,166,0
,Nayām̐ pallava,Central Institute of Indian Languages,Nepali Literature,Anthology of children's poems.,1997,0.0,95,0
,Ka ka na na (arko),Kamala Dīkshita,Nepali Literature,Anthology of religious poetry; includes introduction to the poems.,2006,0.0,100,0
,Maṅgaleko caṅgā,Puṇyaśīla Gautama,Nepali Literature,"A Nepali literary work titled 'Maṅgaleko caṅgā' by Puṇyaśīla Gautama, featuring the stories, culture and voice of Nepal.",1994,0.0,16,0
,Voices from Nepal,Unknown,Nepali Literature,Includes pen portraits of poets represented.,1999,0.0,128,0
,Nepālī khaṇḍakāvya ra kāvyāṃśa-saṅgraha,Unknown,Nepali Literature,"A Nepali literary work titled 'Nepālī khaṇḍakāvya ra kāvyāṃśa-saṅgraha' by Unknown, featuring the stories, culture and voice of Nepal.",1973,0.0,140,0
,Analacarī,Padmaprasāda Devakoṭā,Nepali Literature,For children.,1999,0.0,50,0
,Manas,Ramesh Shrestha,Nepali Literature,"A Nepali literary work titled 'Manas' by Ramesh Shrestha, featuring the stories, culture and voice of Nepal.",1977,0.0,66,0
,Gaṇḍakīkā lokapadya,Cūḍāmaṇi Khanāla,Nepali Literature,Collection of folk poetry of Gandakī Zone of Nepal.,2007,0.0,118,0
9789993392088.0,Look back in leisure,Mohan B. Kayastha,Nepali Literature,"A Nepali literary work titled 'Look back in leisure' by Mohan B. Kayastha, featuring the stories, culture and voice of Nepal.",2008,0.0,216,0
9789993350613.0,Nepālī lokapadya,Haṃsapure Suvedī,Nepali Literature,Study on Nepali folk poetry.,2003,0.0,234,0
,Mādhyamikakālīna Nepālī kavitāmā śr̥ṅgāra,Pratāpacandra Pradhāna,Nepali Literature,On the treatment and love and erotics in medieval Nepali poetry.,1980,0.0,101,0
,Josmanī Sampradāya aura usake sāhitya kā ālocanātmaka adhyayana,Āśā Panta,Nepali Literature,Critical study of the poetic works of the saint poets belonging to the Josmanī Sampradāya from Nepal.,1977,0.0,224,0
9789993361374.0,Nepālī mahākavi ra mahākāvyaharū,Vinayakumāra Śarmmā,Nepali Literature,Study on the Nepali epic poetry; includes brief introductions about the authors.,2002,0.0,855,0
,Rāshṭriya bhāshākā kavitā,Mohana Koirālā,Nepali Literature,"Poems, chiefly in the Tibeto-Burman languages.",1993,0.0,195,0
,Lines of dreams,Dhurba Krishna Deep,Nepali Literature,"A Nepali literary work titled 'Lines of dreams' by Dhurba Krishna Deep, featuring the stories, culture and voice of Nepal.",1970,0.0,32,0
,Kāvyasamālocanā,Unknown,Nepali Literature,Collection of articles on literary criticism of modern Nepali poetry.,1995,0.0,891,0
,Nevārī loka-gīta,Hari Śresṭha,Nepali Literature,"A Nepali literary work titled 'Nevārī loka-gīta' by Hari Śresṭha, featuring the stories, culture and voice of Nepal.",1974,0.0,295,0
,"Khulla dhoka, 2006",Unknown,Nepali Literature,Art project on the theme of door; include poems on the theme.,2006,0.0,118,0
,Celīko cautārī,Unknown,Nepali Literature,Collection of poems by various Nepali women poets; includes biodata of the poets represented.,1996,0.0,78,0
9789937689267.0,Mātr̥bhāshā divasa-2016,Shravaṇa Mukāruṅga; Padama Rāī,Nepali Literature,Anthology of poems published on the occasion of the International Mother Language Day-2016 in Nepal.,2016,0.0,199,0
,Nēpālī kāvya ra kavi,"Risāla, Rāmamaṇi",Nepali Literature,"Study of Nepali poets and poetry, 18th-20th cent.",1974,0.0,459,0
,Vikīrṇa vivecana,Pārasamaṇi Bhaṇḍārī,Nepali Literature,Articles on modern Nepali poetry.,2001,0.0,83,0
,Kehī Nepālī kāvyaharūkā samīkshā,Chiranjivi Dutt,Nepali Literature,"A Nepali literary work titled 'Kehī Nepālī kāvyaharūkā samīkshā' by Chiranjivi Dutt, featuring the stories, culture and voice of Nepal.",1973,0.0,143,0
,Nepālī duḥkhānta gītikāvyako vivecanā,Śrīhari Phuyām̐la,Nepali Literature,Critical study on the Nepali lyric poetry.,2000,0.0,208,0
9789994641734.0,Kavitāko saṃracanātmaka viśleshaṇa,Khagendraprasāda Luiṭela,Nepali Literature,With special reference to Nepali poetry.,2005,0.0,560,0
,Pragativādī Nepālī kavitā,"Bhaṇḍārī, Jagadīśa Candra.",Nepali Literature,Study of progressive Nepali poetry.,1998,0.0,161,0
9789937518567.0,Nepālī kāvya samālocanā,Khagendraprasāda Luiṭela,Nepali Literature,Critical study of contemporary Nepali poetry.,2010,0.0,243,0
,Kāvyasamālocanā,Narendra Cāpāgāīṃ,Nepali Literature,Collection of articles on literary criticism of modern Nepali poetry.,1995,0.0,891,0
,Kavitā/soca,Rājendra Parājulī,Nepali Literature,Includes brief views on contemporary Nepali poetry by individual poets.,1993,0.0,70,0
,Selected Nepali poems,Unknown,Nepali Literature,"A Nepali literary work titled 'Selected Nepali poems' by Unknown, featuring the stories, culture and voice of Nepal.",1999,0.0,182,0
,Kavitā-sandarbha,Rājendra Parājulī,Nepali Literature,Anthology of contemporary Nepali poetry; includes study of the poems.,1999,0.0,145,0
9789937589697.0,Representative anthology of contemporary Nepali poetry,Govinda Rāja Bhaṭṭarāī,Nepali Literature,"A Nepali literary work titled 'Representative anthology of contemporary Nepali poetry' by Govinda Rāja Bhaṭṭarāī, featuring the stories, culture and voice of Nepal.",2013,0.0,120,0
9789937561938.0,Nepālī muktakakā pravr̥ttiharu,Murārī Parājulī,Nepali Literature,Study on Nepali free verses.,2012,0.0,320,0
9789937266208.0,Mophasala samālocanā,Upendra Pāgala,Nepali Literature,Articles on modern Nepali poetry.,2013,0.0,213,0
9789937245258.0,Muktaka siddhānta ra Pokharelī muktatakā mūla pravr̥ti,Vishṇuprasāda Pauḍela,Nepali Literature,Principles of free verses; study with reference to free verses by Nepali poets from Pokhara.,2011,0.0,130,0
,R̥tu-parivarttana,Unknown,Nepali Literature,"A Nepali literary work titled 'R̥tu-parivarttana' by Unknown, featuring the stories, culture and voice of Nepal.",1980,0.0,18,0
,Arthabhrāntiko uttaracetanākā viruddha,Tārākānta Pāṇḍeya,Nepali Literature,Articles on contemporary Nepali poetry.,2008,0.0,162,0
9789993350927.0,Nepālī samālocanā,Ram Dayal Rakesh,Nepali Literature,Articles chiefly on the works of modern Nepali poets.,2003,0.0,224,0
,Twists and turns,Durgālāla Śreshṭha,Nepali Literature,"A Nepali literary work titled 'Twists and turns' by Durgālāla Śreshṭha, featuring the stories, culture and voice of Nepal.",2000,0.0,140,0
,Samakālīna Nepālī kavitākā pravr̥ti ra svara,Dhruva Madhikarmī,Nepali Literature,Articles on the works of modern Nepali poets.,2000,0.0,127,0
,Sirjanāko suvāsa,Kr̥shṇa Gautama,Nepali Literature,Articles on writings of contemporary Nepali poets.,1999,0.0,279,0
,Cheliekā chaviharū,Ravilāla Adhikārī,Nepali Literature,Indepth study on the writings of some Nepali poets.,1995,0.0,83,0
,Pragativādī Nepālī kavitā,Ravilāla Adhikārī,Nepali Literature,"A Nepali literary work titled 'Pragativādī Nepālī kavitā' by Ravilāla Adhikārī, featuring the stories, culture and voice of Nepal.",1987,0.0,177,0
,Cāra amara kavikā pāñca kāvyakr̥ti,Kumārabahādura Jośī,Nepali Literature,"A Nepali literary work titled 'Cāra amara kavikā pāñca kāvyakr̥ti' by Kumārabahādura Jośī, featuring the stories, culture and voice of Nepal.",1972,0.0,87,0
,Kavitā-carcā,Kumārabahādura Jośī,Nepali Literature,On Nepali poetry.,1984,0.0,215,0
9789937202619.0,Declaration of a new God,Gopāla Parājulī,Nepali Literature,"A Nepali literary work titled 'Declaration of a new God' by Gopāla Parājulī, featuring the stories, culture and voice of Nepal.",2008,0.0,204,0
,Prāthamika kālīna kavi ra kāvyapravr̥tti,Keśavaprasāda Upādhyāya,Nepali Literature,"A Nepali literary work titled 'Prāthamika kālīna kavi ra kāvyapravr̥tti' by Keśavaprasāda Upādhyāya, featuring the stories, culture and voice of Nepal.",1975,0.0,340,0
9789937009096.0,These fine lines,Itisha Giri,Nepali Literature,"A Nepali literary work titled 'These fine lines' by Itisha Giri, featuring the stories, culture and voice of Nepal.",2016,0.0,117,0
,Kāvyika āndolanako paricaya,Govinda Rāja Bhaṭṭarāī,Nepali Literature,On literary movements of Nepal with special reference to Nepali poetry.,1992,0.0,243,0
9789993365600.0,Ādhunika gadya kavitāko svarūpa,Harihar Adhikari,Nepali Literature,On the works of modern poets of Nepal; includes sampling of their works.,2001,0.0,130,0
,Nepālī sāhityako saṅkshipta vivecanā,Yajna Raj Satyal,Nepali Literature,"A Nepali literary work titled 'Nepālī sāhityako saṅkshipta vivecanā' by Yajna Raj Satyal, featuring the stories, culture and voice of Nepal.",1966,0.0,114,0
,"Kehī siddhānta, kehī viśleshaṇa",Narendra Cāpāgāīṃ,Nepali Literature,Study of Nepali poetry.,1994,0.0,300,0
,Gītikāvyako aitihāsika adhyayana,Harirāja Bhaṭṭarāī,Nepali Literature,Study of Nepali lyric poetry; includes a sampling.,1986,0.0,106,0
,Narasiṃha avatāra,Harirāja Bhaṭṭarāī,Nepali Literature,"A Nepali literary work titled 'Narasiṃha avatāra' by Harirāja Bhaṭṭarāī, featuring the stories, culture and voice of Nepal.",1988,0.0,158,0
9789994658718.0,Kāvyika paribhramaṇa,Kulaprasāda Koirālā,Nepali Literature,Collection of articles on contemporary Nepali poetry.,2005,0.0,127,0
,Sāhityika phūlabārīkā phūlaharū,Gomā.,Nepali Literature,"A Nepali literary work titled 'Sāhityika phūlabārīkā phūlaharū' by Gomā., featuring the stories, culture and voice of Nepal.",1980,0.0,133,0
9789937589987.0,The rebel morning,Navīna Citrakāra,Nepali Literature,"A Nepali literary work titled 'The rebel morning' by Navīna Citrakāra, featuring the stories, culture and voice of Nepal.",2016,0.0,92,0
,Samālocanāko bāṭotira,Anand Dev Bhatt,Nepali Literature,"A Nepali literary work titled 'Samālocanāko bāṭotira' by Anand Dev Bhatt, featuring the stories, culture and voice of Nepal.",1962,0.0,142,0
,Nepāla bhāshāyā naḥli kavitā,Nepāla Bhāshā Parishad.,Nepali Literature,"A Nepali literary work titled 'Nepāla bhāshāyā naḥli kavitā' by Nepāla Bhāshā Parishad., featuring the stories, culture and voice of Nepal.",1960,0.0,127,0
9788185693958.0,Roaring recitals,Yuyutsu R. D.,Nepali Literature,"A Nepali literary work titled 'Roaring recitals' by Yuyutsu R. D., featuring the stories, culture and voice of Nepal.",1999,0.0,99,0
9789937689076.0,Prajñā samakālīna Nepālī kavitāvimarśa,Amara Girī; Hemanātha Pauḍela,Nepali Literature,Contributed articles on 20th century Nepali poetry.,2015,0.0,572,0
9789937882323.0,Nepālī kavitāko vivecanā,Rāmacandra Pokharela,Nepali Literature,Study on Nepali poetry and the works of selected Nepali poets.,2013,0.0,268,0
,Kavitābāre kehī carcā,Mohana Koirālā,Nepali Literature,"A Nepali literary work titled 'Kavitābāre kehī carcā' by Mohana Koirālā, featuring the stories, culture and voice of Nepal.",1978,0.0,124,0
9789993361091.0,Prastuta,Īśvaravallabha.,Nepali Literature,Articles on modern Nepali poetry.,2003,0.0,108,0
,Nepālī kavitāko siṃhāvalokana,Vāsudeva Tripāṭhī,Nepali Literature,"A Nepali literary work titled 'Nepālī kavitāko siṃhāvalokana' by Vāsudeva Tripāṭhī, featuring the stories, culture and voice of Nepal.",1970,0.0,354,0
,Nepālī kavitākā pravr̥tti,Ramesh Shrestha,Nepali Literature,"A Nepali literary work titled 'Nepālī kavitākā pravr̥tti' by Ramesh Shrestha, featuring the stories, culture and voice of Nepal.",1978,0.0,198,0
9789993350385.0,Nepālī kavitāko bhūmikai bhūmikā,Śiva Regmī,Nepali Literature,Collection of prefaces and forewords written for various poetic works.,2002,0.0,307,0
,Srshtimathika drshti,Unknown,Nepali Literature,Collection of contemporary Nepali criticism.,2009,0.0,200,0
9789937821605.0,Whose city is this?,Wayne Amtzis,Nepali Literature,"A Nepali literary work titled 'Whose city is this?' by Wayne Amtzis, featuring the stories, culture and voice of Nepal.",2009,0.0,138,0
,Prāgabhanubhaktiya Nepālī kāvya,Gopālaprasāda Bhaṇḍārī,Nepali Literature,Study of Nepali poetry.,1996,0.0,494,0
,Navapallava,Mādhava Viyogī,Nepali Literature,Literary criticism in verse form.,2007,0.0,97,0
,"Srshta, srshti ra drshti",Mādhava Viyogī,Nepali Literature,Literary criticism in poetic form.,2010,0.0,114,0
9789937821605.0,Whose city is this?,Wayne Amtzis,Nepali Literature,Anthology of Nepali poems with English translation; includes brief biodata of the poets represented.,2009,0.0,138,0
,Pragativādī dr̥shṭimā kavi ra kavitā,Hemanātha Pauḍela,Nepali Literature,"A Nepali literary work titled 'Pragativādī dr̥shṭimā kavi ra kavitā' by Hemanātha Pauḍela, featuring the stories, culture and voice of Nepal.",2008,0.0,187,0
,Nepālī kavitāko vivecanā,Unknown,Nepali Literature,Collection of research articles on Nepali poetry. Includes bibliographies.,2008,0.0,120,0
,Śabdsita sāino gām̐sdai,Kiraṇakumāra Rāī,Nepali Literature,Articles on the works of modern Indian Nepali poets.,2008,0.0,0,0
9789994678402.0,Phuṭakara kavitākā kehī bānkīharu,Rāmaprasāda Jñavālī,Nepali Literature,Articles on contemporary Nepali poetry.,2007,0.0,168,0
9789937589888.0,Nepālī ḍāyasporākā kavitā,Amara Girī,Nepali Literature,Collection of poems in Nepali and English.,2015,0.0,479,0
9789993317029.0,Emerging voices,Kanchan Pudasaini,Nepali Literature,"A Nepali literary work titled 'Emerging voices' by Kanchan Pudasaini, featuring the stories, culture and voice of Nepal.",2002,0.0,275,0
,Cheliekā chaviharū,Ravilāla Adhikārī,Nepali Literature,"A Nepali literary work titled 'Cheliekā chaviharū' by Ravilāla Adhikārī, featuring the stories, culture and voice of Nepal.",1995,0.0,83,0
9789937689854.0,Nepālī pragativādī kavitāko itihāsa,Hariprasāda Silavāla; Nepāla Prajñā Pratishṭhāna,Nepali Literature,Study on progressive Nepali poetry.,2017,0.0,232,0
,Contemporary Nepali poems,Toyā Guruṅga; Padma Prasad Devkota,Nepali Literature,"Anthology of Nepali poetry, translated into English.",2000,0.0,149,0
9789994625826.0,Bhajanakā nayām̐ pāilā,Rāma Māna Tr̥shita.,Nepali Literature,Bhajans in praise of Hindu gods.,2007,0.0,146,0
,"""Hari bhajanāmr̥ta saṅgraha""",Kr̥shṇaprasāda Pokharela,Nepali Literature,Bhajans in praise of Hindu gods.,1994,0.0,100,0
,"""An̐julī""",Pushpalatā Ācārya,Nepali Literature,Bhajans and devotional songs in praise of Hindu gods.,1994,0.0,41,0
,Bouquets,Misuzu Fukuda,Nepali Literature,"A Nepali literary work titled 'Bouquets' by Misuzu Fukuda, featuring the stories, culture and voice of Nepal.",2000,0.0,0,0
,Phūlako gucchāharu,Misuzu Fukuda,Nepali Literature,"A Nepali literary work titled 'Phūlako gucchāharu' by Misuzu Fukuda, featuring the stories, culture and voice of Nepal.",2000,0.0,0,0
,Kavitā-sandarbha,Unknown,Nepali Literature,Anthology of contemporary Nepali poetry; includes study of the poems.,1999,0.0,145,0
,Contemporary Nepali poetry,Shailendra K. Singh,Nepali Literature,"A Nepali literary work titled 'Contemporary Nepali poetry' by Shailendra K. Singh, featuring the stories, culture and voice of Nepal.",1989,0.0,45,0
,In their youthful voice,Shailendra K. Singh,Nepali Literature,"A Nepali literary work titled 'In their youthful voice' by Shailendra K. Singh, featuring the stories, culture and voice of Nepal.",1994,0.0,82,0
,Pūrviya kāvya-siddhānta,Govinda Prasad Bhattarai,Nepali Literature,"A Nepali literary work titled 'Pūrviya kāvya-siddhānta' by Govinda Prasad Bhattarai, featuring the stories, culture and voice of Nepal.",1974,0.0,491,0
,Seven poets,Tulasī Divasa,Nepali Literature,"A Nepali literary work titled 'Seven poets' by Tulasī Divasa, featuring the stories, culture and voice of Nepal.",1975,0.0,163,0
,Phūlako gucchāharu =,Misuzu Fukuda,Nepali Literature,"A Nepali literary work titled 'Phūlako gucchāharu =' by Misuzu Fukuda, featuring the stories, culture and voice of Nepal.",2000,0.0,0,0
9789993350620.0,Kavitā siddhānta ra Nepālī kavitāko itihāsa,Khagendraprasāda Luiṭela,Nepali Literature,"A Nepali literary work titled 'Kavitā siddhānta ra Nepālī kavitāko itihāsa' by Khagendraprasāda Luiṭela, featuring the stories, culture and voice of Nepal.",2003,0.0,469,0
9789937854191.0,Nepālī sāhityamā svacchandatāvādī kāvyadhārā,Gaṇeśabahādura Prasāī,Nepali Literature,Romanticism in Nepali poetry; a study.,2012,0.0,354,0
9789937543545.0,Mahākāvya siddhānta ra Nepālī prayoga,Rāmaprasāda Jñavālī,Nepali Literature,Study on the Nepali epic poetry.,2011,0.0,283,0
,Kāvyako ātmā,Keśava Ṭevā,Nepali Literature,"A Nepali literary work titled 'Kāvyako ātmā' by Keśava Ṭevā, featuring the stories, culture and voice of Nepal.",1974,0.0,24,0
,"Nepālī Kāvya-Vicāragoshṭhī, 2049","Nepālī Kāvya-Vicāragoshṭhī (1992 Kathmandu, Nepal)",Nepali Literature,On Nepali poetry; seminar papers.,1992,0.0,51,0
